#SampleID,Faith PD,Observed OTUs
ee5dae47.dbf6.4a49.ad52.47a805338b4e,44.136354,1157.1
85211605.2ea8.4e08.8b40.c23cdc2b0ef4,52.025535000000005,1274.0
4f5ef0fe.4365.4675.94d2.dd9144222614,,
abf9d6dd.ee85.4848.8d1a.47d8d55bef35,,
add815f6.3d1f.4d75.bc58.21f39d2f403a,60.297632,1428.4
b459a90c.b409.433b.974b.0d8b235238ef,48.036923,1265.0
4914da77.0946.4aa8.9a2c.84b65017dca8,48.707007999999995,1287.1
b7042548.539f.4c06.93da.e5a19eddc686,38.50861400000001,1154.6
eda34f8e.ddec.427c.86f1.2a458ef4f7a5,44.396685000000005,1202.3
c27fbf59.c359.4773.9236.d23daff0faef,42.220994,1193.8
d056b75a.5ff8.4db3.9991.4cc8566d7528,52.12321899999999,1261.4
66c64e22.7b83.4740.bf41.aa1553f24091,58.452380000000005,1511.6
180f9254.809c.4c9d.b741.e87498d4c2c9,43.238671999999994,1126.6
a4fc33a8.d190.4626.80dd.ee1b58cdca73,53.150661,1380.2
d72e5ca8.37f5.4358.8cc1.6710355d9cab,46.407654,1232.6
6e1c0019.205f.4d31.bc90.2e949a2da40c,16.922612,563.0
f79f9c0a.5967.44cd.b977.d7ae1469f89d,44.438108,1215.3
23796d38.9519.4a3a.9149.55190285af7b,26.637067000000002,778.2
e2b39ff4.cdad.4cf0.b946.7dedac7c4a98,47.082577,1346.6
5d6c8197.eeb5.43a6.aa26.8cb87f5cf622,48.245891,1252.4
b6e1ea70.86f4.401b.8690.8cec59b847b5,51.345649,1399.2
82d7cb16.3ce6.4f64.9e00.3c8ba7b5d89a,51.869915000000006,1489.9
0dc46d75.4646.4d47.ab42.cc127481ec0e,45.987203,1221.4
0ec75303.6a6a.4ad9.aa50.f98525d9e3f0,14.384240999999998,461.0
75e9a7e3.f4ae.4643.9d94.d45401ce47eb,14.67149,487.2
61466b3d.99c0.4d59.bae9.0d65611d2a4e,51.664953000000004,1484.6
caae16e0.ecc1.43f2.bc7a.47f85552f673,40.837861,899.1
d2c8fd19.325c.47f8.890e.aaefa5dd8936,46.87196,1259.2
037cb074.f7e6.4eb3.91c2.51f7c791de2a,47.167806,1331.4
4850d248.27f6.49ce.af98.44c618f0e386,54.60624,1611.0
df0fa55d.c268.48f3.8ae9.2e52a808124f,,
0a75af43.917b.4ba4.bd50.0607a68a587b,41.675914999999996,1220.5
3263647b.bc7d.4256.940c.fcea00129687,59.588632999999994,1547.5
11d9c298.6eab.4b6b.9665.1dba120f03b2,57.309235,1486.0
35a3fb02.a90d.4977.b69e.7fe338ad120d,57.372067,1449.0
a9c28d5b.ef74.4397.9c27.94b6f3de5a83,55.267488,1457.7
103e4419.d712.46e0.95db.3b7bdab449a7,16.793025000000004,593.1
a5d38774.f798.4401.ae44.d8efbc0e4ef9,55.016918999999994,1272.9
08fb8b2c.2152.4c58.b04c.ce6e1502b9c4,63.213134000000004,1664.9
8829897e.3fc1.49d8.b4f4.d241b10a0e5d,63.437779,1528.0
0c3cf073.b655.4073.ac7f.bcff02f48e23,64.82582,1580.7
675f55b4.fc67.4198.820e.aee72e7dcbe2,58.503653,1517.6
9b013a58.a707.49ec.913c.fc7b4f13bec5,44.095096,1323.7
4a06dba1.77c7.4197.942f.0c8da8b1ab8c,46.825357000000004,1380.1
4985e68e.e764.43e4.ba6d.c9135cb59802,53.053509000000005,1312.8
097aca46.4d88.4858.9076.a82c0ce1d29b,57.466198999999996,1461.8
0ed823be.aab6.40bc.810e.18b3ee3e572b,38.976384,1144.1
9be04e3a.a432.42ef.892d.ee025e4171ee,36.032629,873.1
89506e73.0c5f.43f5.ac8a.8bff26f468dd,53.21000499999999,1458.4
44bf8cf8.5259.48a2.986b.ce26356a1995,20.936958999999995,676.9
7c47fcf2.5787.42a5.87e2.836d5dfafa89,49.779435,1332.5
9b3e87a6.3041.4d90.be02.332c1b097988,49.860992,1151.8
9e92829f.cd7a.4950.8a1e.40da8411f5c2,41.919782000000005,1119.6
fb1c3cf6.9b51.46e8.8a75.4eb599c810d4,20.090143,532.8
d3470555.52b8.4482.8c60.42940884e396,44.257719,1136.4
2ada20cb.636b.4f43.9218.e821faee673e,41.402209,1041.8
9bcd5895.a696.438c.a053.d29869a6ff8e,44.45902500000001,1260.3
da66fe06.1e1c.4acf.97a1.3c71dbfae960,40.795136,1065.6
b2bcfdfa.1c67.4fcf.8703.7d4904975b92,27.547233,915.1
c6518a01.f32a.461c.8813.382135885297,31.700475,978.0
fa588c8f.129c.4d87.99a5.29048befe11b,58.034918000000005,1410.0
65fcbe4f.1f77.4216.95c1.9991e5f2499a,41.732603000000005,1073.5
d08dfd2b.1f98.47da.b9ee.fc7c8125b3a3,61.83563,1549.8
86fa2207.97bf.4dda.bfc2.25e1db76807e,65.57067099999999,1597.6
e34a1a0c.49ae.4299.a714.c7e11abc701a,51.661977,1272.6
4685baaf.fef4.4c2a.89ba.5f43d6e46354,50.877573,1103.4
1bf8a3f7.4718.473a.a4bf.3b0e18e64bd4,43.68931,986.2
6cf760eb.b260.4e70.9509.cccd05dfacb0,17.97123,751.3
e59470a5.392a.4306.a282.42a458b11e41,52.698578999999995,1341.4
bd488386.2a78.4667.ac0e.034c944e93d1,53.353724000000014,1405.9
bdd134b0.9128.4500.b05b.c91ad1d192be,43.979879999999994,1136.6
6dec9fe4.0f34.440a.879d.b5ca33e796af,64.437506,1643.1
30a32428.cc90.4c19.b56c.ca0e827639d7,50.376724,1104.7
32057335.5712.47e0.8307.e3f2f42b677d,59.376605,1345.5
4f0ccd7c.68ab.4442.88f1.5428d25c2bcf,61.817299000000006,1496.1
e213ef63.8092.482e.84bb.b40edb4735a0,45.662969,996.4
563e291f.d5b9.4d2f.afdf.ef2d7456eb62,46.99578,1237.8
5c7870bf.66e4.4024.861e.a586fe550a17,49.635537,1295.4
38cc97e0.b049.40ad.9115.572a0f1fa54b,62.57025,1543.0
7ee156e0.2353.47bd.b4d0.e6cb56bcd611,57.352404,1497.0
00cdbb86.acbd.429c.abe3.12f19990314a,44.623138000000004,1103.1
b5a7bdac.77d4.4360.a903.5f4f3034d85c,46.852584,1052.6
e5d3523e.90c0.4f31.9a49.07a700f1881e,52.3291,1404.0
9ed6ca18.aff3.4795.ab4a.1b7af3b839a9,20.0678,558.0
0d8cd22b.1b5e.4fe1.abe4.a53346e6f530,47.93625900000001,1368.6
cb49481b.aea0.4f5c.ac10.fb6ce4693b40,56.612318,1455.7
1193c5d0.fb53.406a.9626.bcdd00a82103,56.284575999999994,1423.1
f3ea62bc.f50d.4ac7.a815.36074436c859,52.991376,1326.8
a55678f2.b1d1.4678.a840.2cec63428885,46.726373,1257.0
ecee2194.7ea4.4b60.b500.5d1937515c14,50.350696,1320.5
10d8aff9.6fa1.4788.ac34.075f71d7e3c6,46.953109999999995,1203.3
8349ca0d.fceb.4200.bc96.3f39f2e37e48,45.488513999999995,1205.0
080a80a9.1fa8.4ba4.8c8c.460076f8256c,56.185803,1404.8
17e5ed55.ddbe.49ef.a31e.4c00c0265b11,50.82136,1257.3
fdd61056.c3a4.4533.bd6f.2f29a4ebf279,47.808846,1344.3
e48e002a.f4fd.46d4.982e.6fe0854cd48a,31.049366000000003,1012.1
bf33f337.90ba.4242.b35f.b1cc0b9a1ead,46.872496,1352.8
6e911df2.b54d.44a2.8fb8.1b6c1b9c3362,49.73749600000001,1358.0
bc440644.d581.479b.b1f7.c26cada13dbf,44.759170000000005,1184.7
4960a10c.b6cc.42a8.8fe6.6d7bcb6bbd69,61.82596299999999,1541.0
e70a5de6.3f61.48b5.9623.985b13d10e78,18.291967,708.9
1c63c66a.65e6.4d7e.a9af.34ae133db4ed,37.202162,1132.6
5b24f7ea.9e02.4d89.bc02.03388ed68273,42.895545,1112.9
fa92a806.0cea.4efa.b287.378d5537cd24,45.110524000000005,1214.5
43da1a2f.cd3b.4ba7.bc1c.f52d9944d458,45.789846,1190.1
fed3d194.3d3a.4e75.b2f2.dc4403b67b60,58.389918,1432.8
9c01ae7a.4e91.40b3.9b10.b8d859f7709a,51.611079000000004,1365.9
6026474e.6bee.4712.b2d8.4a22451cf9e8,43.291069,1194.6
9f237645.f2d0.4c64.a67c.4d7ce0b32fc1,52.68315299999999,1440.7
9d6a58e3.f9b2.4ac6.9e33.afa4ce875052,48.517430000000004,1251.0
ff88e40f.2c8c.4670.bbdd.ffd35a259b3b,64.757511,1660.1
90b5a4f1.85bf.43ba.b100.08c077f4b0cd,55.171665999999995,1458.6
709ae56e.5c79.4e56.b054.5bb1522e6a48,52.63725899999999,1354.2
7bb97977.f259.42e4.96c0.defb321a35f6,57.859674,1494.4
55f3cf16.37df.408f.aec2.cdcec8be9a06,55.417514000000004,1317.6
8c53081c.7a13.4c8f.bbbf.b332785b3e21,49.970608,1104.0
8bc148ce.c18e.4e78.b321.1bc49b69f33c,52.50247,1164.7
c87aa886.d2cf.432a.b38b.f40c01cb1965,15.979995999999996,648.6
a15775e3.7351.4cb6.a3c9.113f18271447,54.73337099999999,1270.1
43083975.cd2d.42da.9635.0634b5aadd6a,50.938142,1342.9
a2233d99.3e53.4996.84a6.56da14785ffa,57.001792,1445.7
2815b5d2.60b8.4244.9502.17f693e4d39b,33.407928000000005,959.9
e9184d96.8688.4f36.bbae.cfa1272f763c,47.501321000000004,1276.5
990b9c49.0a02.41d5.936d.9ee172c33b2f,53.173135,1309.2
336fae55.6ef3.49af.8688.e709584a1bd9,56.491384000000004,1505.0
e943d78d.6dc1.43d9.97d0.4b2c1c1fef4d,62.461064,1561.9
f7244ef5.ef81.44f1.9512.91272b5ccea5,61.94833,1561.6
ad59da6b.5546.4c2b.9bae.3269d9b52ae7,63.97384400000001,1679.3
a4646f7f.448d.4fd0.8f48.f279cf3394da,49.911075999999994,1201.2
cfdd76c9.1144.4fb0.87b9.5ea2bda80698,47.311249,1200.2
30bb9d5a.9305.4bd8.b193.2b0bff0f3e42,45.19836,1335.6
9362298f.4177.4fb2.8a1e.9c4e4d5eb058,57.45986799999999,1469.6
debb2485.5abd.467b.9f85.acba57398d89,61.459723,1565.5
fdefd7b2.abfd.4eb8.9e8d.c847d67ee8c4,51.458169999999996,1222.7
9f8969fc.b303.470c.826d.6c3bab546727,55.39985399999999,1332.0
12e944d7.69e9.44f6.8c3d.a9e40d1a21a4,55.710015999999996,1368.8
67e18471.f314.4a13.a71f.65010aed2058,16.265264000000002,764.1
ea1a31ac.1bf3.492e.bd32.ae81194ecf08,57.619085000000005,1375.9
b63e4b2e.ab70.4a37.9c9e.0f7e82d2e96e,61.677890000000005,1475.3
4163ae3d.2479.44b1.9d80.95d691e7da48,55.96782599999999,1406.1
6c9744b7.c409.40ba.8f3a.278213a8ccf6,60.607881,1397.4
233fcfbc.5afa.47ac.a735.968ca156ce3f,54.86444,1360.1
b6deebb1.472e.46b7.82ea.2fe2d25da9f6,62.312999000000005,1492.5
22cd99a9.2745.44ba.823e.6cdf1048d579,55.93946,1408.4
6c00b8bb.1de2.4ba8.bd88.d8ac9f8ff705,62.52816,1535.1
9080fc17.1da8.4c0b.88f7.45b372f1dc6f,56.636378,1252.3
62b14bee.ba07.4ec5.93bf.c96452f606b5,45.466322000000005,1231.8
d43b37cd.6e23.4ccb.8d1a.a05be77c1288,46.487283000000005,1300.6
5c70a21a.1611.47be.93bd.1bf502987de1,52.872398,1404.2
2dfedd8c.5fcf.445f.88b5.9b2ec7e96aec,52.707646999999994,1379.5
def521fc.b6f6.4a93.a517.784f29bb05d9,55.471064,1353.1
67600aee.3bd9.443f.9456.fe673ba24844,65.2789,1547.0
3bb587a6.3e5f.4f98.aa3d.7808edeaa041,47.258246,1217.7
a3d004ed.f43a.4320.83e9.b5cb8dc20328,8.132342999999999,348.9
6045e855.8ac7.48ed.aecc.c8eab29ec9db,46.0178,1113.6
de8f20d5.328f.47e5.89d6.e9b498d61dec,46.736593000000006,1091.1
853d0766.feac.4df4.ae31.440cc55d23f3,62.90368500000001,1533.5
3a2907ca.4345.45f6.b81d.a99fd8361bbb,35.328950999999996,890.0
3857f412.791b.4565.b56b.77ba1eb058da,49.88337700000001,1123.2
38231131.c50c.4db7.835f.5efdf8a95057,,
fac88f32.7d03.4502.be45.209153574d0e,44.08432,1176.6
820a69a0.ddee.4dc6.8441.b2fe2bb9cbd5,33.144212,907.4
c20b61fb.2ca8.426c.b2d0.43b36b7dbe31,53.22649799999999,1161.7
76295cb2.371f.4a12.824e.7f7209740b44,57.446339,1519.2
7f07b1a5.8b6f.4f33.af95.b41bf6bad858,58.21113799999999,1490.9
e47666f2.3381.46b4.bba1.4245cc970387,54.940931,1452.7
f221c01d.1580.46b7.bdde.45844fd986ac,37.311784,1089.4
b4d2214f.e203.42be.accd.0c0793aa95f2,42.247467,1057.2
9e0e46c9.56fb.486e.953e.6feb8b2593a9,51.409658,1397.8
96e90c95.020c.41ef.9828.85cd563eb8bb,28.923469,574.3
00e6b118.fb6e.4022.96d1.62e553d9b40c,47.461495,1131.8
6a552f98.0cab.4605.aa1c.401c6fab4a54,56.89464400000001,1440.0
fdd84d79.3f8b.48c0.a751.41498828f25d,62.772228000000005,1454.7
9e09667c.116e.493a.9871.eb20ffaa78c3,38.146373999999994,931.3
0717cd28.3894.450b.a177.8e41899fa790,51.400119,1494.8
3ad188e3.4312.41e8.a6b1.9ff77975cc41,57.05641599999999,1530.9
4229d279.ff8c.42cc.aac1.e6da6c41411c,52.054891999999995,1381.7
d0296110.6ff1.4959.96d7.74074c23fcdd,45.073888,1307.0
18b7bc36.8427.431c.a28c.9a4d0b19f83d,36.652389,1028.4
58963b05.b9fe.4a36.98e7.f3497c390919,43.841913,1179.5
702e5557.ca8d.420d.a802.11257794814d,49.682445,1394.8
c200e55d.869e.4e3c.8c18.4e9700df4f53,46.145824999999995,1169.4
40ded5d4.2577.43f1.9155.298cdafca4d4,55.051283,1411.6
bf016276.b4db.458b.ae2a.baa94e9693a7,24.648242999999997,816.9
3f8e3f61.513a.4f35.8ebf.0586db2cf820,45.452083,1172.1
273e797e.41f1.41a2.be36.43e50efe335e,41.597515,1101.4
898a69ad.8762.48d3.b286.356551d1bd83,45.035053,1061.4
c01d6020.e9e7.4c68.96db.e8d91c7540e2,40.446194000000006,928.9
9b692a58.33a3.4645.86a3.3cd91d3a1b4b,50.75551900000001,1441.9
591ee23e.56bf.4275.8630.9015f9f330a5,36.835777,929.5
05ddd9c2.3f7f.4b2a.8432.06f416424741,49.52389,1364.0
3eda2406.1435.4326.9c19.4690f6b85dcb,56.136177999999994,1464.1
ce0d34e1.a516.4ea4.9dde.1da424a8a1fd,45.595652,1158.6
95aaa61d.92f9.4113.b20d.0ba6f1b5da18,50.282821,1182.0
b75f1faa.7d0e.4f5c.bbbb.43c9eee3ca80,49.075019999999995,1342.6
dc609d92.2073.4db2.aea8.670c816c2fd8,51.330045000000005,1412.3
1709339c.5162.4847.bab8.d492c164537a,47.894253,1307.0
9e5630dc.0ab1.4e85.a4e8.24774a6bf46e,59.335105999999996,1449.2
7a9cef0c.0180.49a3.808f.ce7130ad744b,38.50502300000001,1055.8
3bcd3e9f.940c.497c.9507.cd6d1af7e5e9,49.12195200000001,1178.9
ff46d383.f769.46b3.b856.edd55b12886e,60.490472,1529.1
366e22db.3165.4d5d.accb.a685fa1c7472,28.784675,617.2
9c0fc647.8ae0.4c53.95ab.c0c9b5995ce6,53.49978799999999,1350.7
67f932e7.6a3e.4ab2.9627.0fb5430bac23,37.075005,866.2
b0d2cdfb.2bbb.4fc2.8b26.9163ae7a6bf1,62.642741,1612.7
f3b0fccb.3517.4953.b339.96fd2205a6ac,51.35162699999999,1379.9
4e92e999.4cb7.4bd8.9a13.459d58232fe2,60.856732,1406.4
b1603450.fce3.449f.88a5.38041fecbc22,52.774122,1336.5
3d8ecbcf.31de.4f58.952a.2c7fc438d2a9,,
1302d53f.3364.4f3d.bbc4.50e9f9065ae7,37.916368999999996,1078.1
425ccffa.2f7d.4daf.908d.1a7af532ec09,38.789008,1076.2
a46964d4.025a.4058.9026.881a954f689e,43.779689000000005,1214.8
1cb79cd6.999f.4328.ad7d.cfbf25fdbef4,51.44968,1499.4
b9674d35.9355.4df6.8e87.e5c95d10231d,48.436851000000004,1282.3
63200094.189d.4880.beaf.0a041635cab7,56.161350000000006,1492.9
ff37fca2.eda7.41c2.8084.75874cfa9ef7,58.513425000000005,1698.3
bcd36de2.cdd8.4e3a.898a.906f0fcb565a,39.950414,1064.6
593b1c57.09b3.43f2.97b1.7051761e13c9,56.64533600000001,1426.6
80cd536f.16ba.4c7d.9ebd.023dcff85a44,54.837098000000005,1518.9
28e84479.bd9f.4d55.bb03.1411b71bdc9b,49.860465,1382.1
5802a92b.5471.435b.bca9.b03e1cef9a14,50.561778,1339.5
832ba500.7ff2.4c91.ac33.76a3aca26460,51.199855,1288.6
08ea0c6b.7a30.4074.bbf6.557480fc5285,51.874211,1415.5
e9494e22.99d6.4e10.868f.208832eb3104,52.036186,1378.2
1230c3fd.efa4.4ad9.8f01.499141965b11,52.81477099999999,1406.8
00954e18.1dcf.40fc.a52e.255f5cda6f9c,50.142739000000006,1341.6
521f43b2.6a67.4c73.a80f.24bc87ae8cf0,42.497211,1300.4
2be47770.1e18.4d1a.ac60.20f2f7022b14,28.182498,939.8
2c52e362.9954.4472.b4bc.4bc8eb07c57c,28.86426,959.0
fe12f5e5.7cc4.4d33.88ab.6f23ac752860,30.520181,1046.8
088d36e6.9871.45fb.9c25.a344010f3251,20.42411,601.0
3f8829c2.d735.4d56.98cd.cfbf6cbf2744,61.94113500000001,1541.0
eb4ece61.6afe.4c88.8a06.d616dab1dd34,59.898084,1460.0
1037164d.a836.4ebe.bf98.92294a0b60ab,46.54158399999999,1073.3
81a16ca3.6299.40f0.ae7b.fe2dd2ac4243,51.018472999999986,1215.3
c2072c98.e9a0.4af2.8cc1.c03be62710d8,60.362584000000005,1461.0
7af6e763.ab6a.49e9.ac6d.5da1c74c54bd,59.935203,1399.6
5a8541e7.b0a2.48c0.8fa1.4cba3f011111,41.502757,928.7
55f8d345.8251.43a1.ab05.c9418f6fefd7,41.966325000000005,1091.3
4f2698fd.665f.4ed1.be97.ffc1529e21b0,48.043845,1200.7
ea68ac1a.53e3.4523.924f.32ca1d2ac988,30.929845999999998,757.9
c34ddc28.a67b.4478.b42d.7be7542bb228,29.299911,696.0
c2e216e3.51c4.4894.8352.48d0fef7efc7,24.687435,595.3
85c69264.6181.4b4e.bc3f.af2c82eb1530,59.957674,1516.0
ef1d1daa.8f28.431f.b282.9129502084fe,59.752086999999996,1343.5
6ff86078.b0f6.40f1.9928.333f0954555d,59.097885999999995,1491.7
806de48e.590a.41d2.8e3a.56b4e5f63dc5,60.704602,1525.0
eba26737.17cc.4d2f.a936.3a7d97c26902,62.489255,1536.9
1fe19636.3708.4a87.8e5a.cf10d8530d4e,57.747276,1508.4
89d77704.b4a7.497d.be45.7d0612828999,42.36690599999999,933.3
d8f4038a.7576.4fd3.89c3.60a3f6bc06c0,54.918375000000005,1302.5
fa4e5dcc.7b0a.4fb1.989d.b19aec98e047,52.97452199999999,1245.6
