Taxonomy,Fold donor enrichment,Fold final enrichment,Donor median abundance,Initial ASD median abundance,Final ASD median abundance,"t (two-tailed, one-sample)",p-value,FDR p-value
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,1.8506808712234533,0.8481562194053068,0.0353883443988,0.0191217972526,0.016218271266,-1.150148566049875,0.2680898031893257,0.5273220224563194
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter,1.0682510226199455,1.74672382123131,0.00107246498717,0.0010039447325215,0.001753614179495,-1.1321463478448246,0.275347390994681,0.5305474119165804
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other,1.747310327409218,1.8997454186234186,0.00787873597671,0.0045090650774049995,0.008566075723074999,1.1112305841304202,0.28396402254756786,0.5405580188254906
k__Bacteria;p__Firmicutes;c__Clostridia,1.6250889418294705,1.205765349110196,0.5150443290919999,0.31693300953250003,0.3821468408835,1.0750999707537907,0.29931974963312874,0.5512009886967597
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium,0.6545831818425553,0.7679171030243555,0.00030997128687,0.000473539949495,0.0003636394261825,-1.0734834945181853,0.3000207913159578,0.5512009886967597
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,1.6250889418294705,1.2056706710533276,0.5150443290919999,0.31693300953250003,0.382116834282,1.0753258764710623,0.2992218737080721,0.5512009886967597
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania,2.309460668321435,1.1320293441758786,0.000183747530893,7.956296178300001e-05,9.00676074479e-05,1.058951512940075,0.30637731242823507,0.5564093719961051
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__,inf,inf,4.20574504774e-05,0.0,0.000179290199322,0.9939405895995337,0.3360160504331534,0.5647929358344494
k__Bacteria;p__Firmicutes;c__Erysipelotrichi,0.9630184710818109,0.48190605241928963,0.00620147916762,0.00643962639746,0.003103294936255,-0.9991592618848602,0.3335639766506727,0.5647929358344494
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae,0.9630184710818109,0.48190605241928963,0.00620147916762,0.00643962639746,0.003103294936255,-0.9991592618848602,0.3335639766506727,0.5647929358344494
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium,0.0,0.7119242876817743,0.0,8.78596448542e-05,6.25494150788e-05,1.0213082084536929,0.3232987766945973,0.5647929358344494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;Other,0.14172230188977844,1.0670463068542453,0.00033645960381900006,0.00237407662261,0.0025332496923450003,-1.0302123753241674,0.31923661037041673,0.5647929358344494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,0.12011071666414189,2.207642957549337,0.000967321360979,0.008053580794824999,0.01777943092475,1.0271326720485499,0.3206374174787827,0.5647929358344494
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales,0.9630184710818109,0.48190605241928963,0.00620147916762,0.00643962639746,0.003103294936255,-0.9991592618848602,0.3335639766506727,0.5647929358344494
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,0.0,0.0,0.0,2.895593319895e-05,0.0,0.9834036296930576,0.34100590764975813,0.5671466674595977
k__Bacteria;p__Firmicutes,1.601955527212533,1.196904985768683,0.521797050852,0.325725054153,0.3898619413055,0.9721421962787002,0.34639642163955064,0.5701107772817604
k__Bacteria;p__Firmicutes;c__Bacilli,1.615291559139457,0.8677789250239116,0.0016271302560599999,0.0010073291393455,0.0008741389976865,-0.9112773099729677,0.37656182626970347,0.6133687479444654
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,3.022482574602817,1.3454022217130206,0.157954842078,0.0522599678176,0.07031067680844999,0.8404943796652796,0.4138287033132536,0.6671932155458579
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,0.5249021916652241,1.2633006668268822,0.011000729640200001,0.020957675191450004,0.0264758450445,0.7985734652682295,0.4369997630512956,0.6718890838628231
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter,1.308591080309781,1.0285385933849445,0.000299734520853,0.000229051325019,0.000235588127648,0.7981793254052527,0.43722146532205497,0.6718890838628231
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales,1.308591080309781,1.0285385933849445,0.000299734520853,0.000229051325019,0.000235588127648,0.7981793254052527,0.43722146532205497,0.6718890838628231
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],0.0,0.3421201298366106,0.0,0.00013629495261099998,4.662924688335e-05,0.7967897901650215,0.43800364327766317,0.6718890838628231
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae,1.308591080309781,1.0285385933849445,0.000299734520853,0.000229051325019,0.000235588127648,0.7981793254052527,0.43722146532205497,0.6718890838628231
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,1.7646012677188254,0.7895573407297858,0.282307099426,0.15998350709050002,0.12631615241900002,-0.7884899219400902,0.442694142408366,0.6725545625050177
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.553254392723661,2.4129562791232604,0.00034259984338300007,0.0006192446872340001,0.001494210356375,0.7473258219171226,0.46642140535719,0.6760970829948258
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,0.553254392723661,2.4129562791232604,0.00034259984338300007,0.0006192446872340001,0.001494210356375,0.7473258219171226,0.46642140535719,0.6760970829948258
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella,1.2185893300228985,0.0,4.59368827231e-05,3.769677084095e-05,0.0,-0.7529567009472985,0.4631303817888748,0.6760970829948258
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,2.2679945289608154,0.6867790778342098,0.0741683139168,0.032702157333149996,0.022459157456449996,-0.7735378677849131,0.45122352278163813,0.6760970829948258
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,0.553254392723661,2.4129562791232604,0.00034259984338300007,0.0006192446872340001,0.001494210356375,0.7473258219171226,0.46642140535719,0.6760970829948258
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira,4.663175491728327,1.5504516427058588,0.0216816758027,0.0046495517574150005,0.00720890516013,0.7174921860966845,0.4840951610388591,0.692049401186198
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other,0.5366011831310626,1.7431882260474327,0.000114199947794,0.0002128209019735,0.000370986890577,0.7067321343019065,0.49056666413198846,0.692049401186198
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other,0.5366011831310626,1.7431882260474327,0.000114199947794,0.0002128209019735,0.000370986890577,0.7067321343019065,0.49056666413198846,0.692049401186198
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia,1.0229065150496086,1.8105962754709763,0.000505135544704,0.0004938237632395,0.0008941154664605,0.680681050858864,0.506445329025951,0.7081270972221261
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae],0.6322481725917949,3.6488236302439994,0.0011776086133699999,0.00186257337612,0.00679620174785,0.6421016340917788,0.530498773777462,0.7300813602535949
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium,9.072677790584216,0.974782184841967,0.0007993996345599999,8.811066071249999e-05,8.58887023572e-05,0.6406940581178165,0.5313883318301482,0.7300813602535949
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,1.2692262621400947,0.4381395095729457,0.00560429969222,0.004415524528125001,0.0019346157512600002,-0.6251590066828316,0.5412612896950515,0.7372352049294667
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium,3.5235478286065116,3.1353449475465376,0.0037095584360799998,0.0010527907145075,0.0033008620475549998,0.6031620802456154,0.5554119784701165,0.750043526481012
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,17.657191478532727,322.1418485758139,0.00094846664559,5.37156006233e-05,0.017304042882150004,-0.5840871378709525,0.5678424739261361,0.753942108238063
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,17.657191478532727,320.73441707876736,0.00094846664559,5.37156006233e-05,0.017228441853949998,-0.5851393555391741,0.5671529672704295,0.753942108238063
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister,92.3323120240749,2.061450029770723,0.023443617854299995,0.00025390480689130003,0.0005234120717250001,-0.5670547008839147,0.5790648009336998,0.756134202872104
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,0.0,0.5378971260088476,0.0,4.175857023315e-05,2.246181491465e-05,-0.5708604483667113,0.5765473268237344,0.756134202872104
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,1.182326120156712,1.6212193007357358,0.000556649824441,0.0004708090390215,0.0007632847010225,0.542251381848825,0.5956100640856078,0.7587456128289457
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae,4.806417425022674,0.9414468750518564,0.0303375664821,0.0063118875868250005,0.005942306844295,-0.5439095720073188,0.5944965643432936,0.7587456128289457
k__Bacteria;p__Firmicutes;c__Clostridia;Other,inf,inf,0.0,0.0,1.63206684946e-05,-0.5211396296188839,0.6098778027169374,0.7587456128289457
k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other,inf,inf,0.0,0.0,1.63206684946e-05,-0.5211396296188839,0.6098778027169374,0.7587456128289457
